iTOW,version,posCovValid,velCovValid,reserved0,posCovNN,posCovNE,posCovND,posCovEE,posCovED,posCovDD,velCovNN,velCovNE,velCovND,velCovEE,velCovED,velCovDD
94479000,0,1,1,1171368248954360692736,0.22169417142868042,0.06358613073825836,0.13304290175437927,0.36664828658103943,0.02061036229133606,1.5574619770050049,0.010853476822376251,0.004667707718908787,0.009129295125603676,0.010725644417107105,0.009041327983140945,0.03903768211603165
94480000,0,1,1,1171368248954360692736,0.2346961945295334,0.07045379281044006,0.1530628502368927,0.3756261169910431,0.04456319287419319,1.5966650247573853,0.010720973834395409,0.004812818486243486,0.007764449343085289,0.013698296621441841,0.011171565391123295,0.04301059618592262
94481000,0,1,1,1171368248954360692736,0.24303364753723145,0.0762249082326889,0.16832377016544342,0.3837037682533264,0.06767282634973526,1.6224836111068726,0.008986793458461761,0.00461167236790061,0.007112489081919193,0.013032686896622181,0.009926564991474152,0.04001611843705177
94482000,0,1,1,1171368248954360692736,0.24624782800674438,0.08131152391433716,0.1762429028749466,0.3926789164543152,0.09058224409818649,1.6390583515167236,0.008016928099095821,0.004027392715215683,0.006118242163211107,0.013560537248849869,0.010244041681289673,0.03902250528335571
94483000,0,1,1,1171368248954360692736,0.24505499005317688,0.08578856289386749,0.17670224606990814,0.40551018714904785,0.11408793926239014,1.6506096124649048,0.007609094958752394,0.004231583327054977,0.005385715514421463,0.015605192631483078,0.009011229500174522,0.0388774648308754
94484000,0,1,1,1171368248954360692736,0.24974331259727478,0.08943628519773483,0.18850332498550415,0.41900211572647095,0.1398295909166336,1.6865580081939697,0.009142749942839146,0.00333578884601593,0.0071524884551763535,0.015202119015157223,0.011062621138989925,0.04286004230380058
94485000,0,1,1,1171368248954360692736,0.25659477710723877,0.0913032591342926,0.20157921314239502,0.4298315942287445,0.16603776812553406,1.7266395092010498,0.009258795529603958,0.003969493322074413,0.006102243438363075,0.015147186815738678,0.012276509776711464,0.043183840811252594
94486000,0,1,1,1171368248954360692736,0.26195797324180603,0.09365376085042953,0.2108146846294403,0.4415168762207031,0.19236543774604797,1.7651088237762451,0.010018580593168736,0.0033507272601127625,0.006615867372602224,0.014912504702806473,0.01177923008799553,0.043188560754060745
94487000,0,1,1,1171368248954360692736,0.26024359464645386,0.09155700355768204,0.21100366115570068,0.44713595509529114,0.21277762949466705,1.7700791358947754,0.00778744462877512,0.002062351442873478,0.0061872899532318115,0.013012122362852097,0.011127175763249397,0.0382821261882782
94488000,0,1,1,1171368248954360692736,0.2543182373046875,0.08820167183876038,0.2057081162929535,0.4536484479904175,0.23248623311519623,1.7723727226257324,0.006541469134390354,0.0021347012370824814,0.004080404527485371,0.015254229307174683,0.011436302214860916,0.03879233077168465
94489000,0,1,1,1171368248954360692736,0.24995121359825134,0.08408084511756897,0.20158883929252625,0.46000343561172485,0.24700529873371124,1.7741127014160156,0.006343119777739048,0.001566609600558877,0.002870537806302309,0.014710267074406147,0.008776118978857994,0.035871461033821106
94490000,0,1,1,1171368248954360692736,0.24770641326904297,0.08028387278318405,0.20040826499462128,0.46737831830978394,0.26215553283691406,1.7787864208221436,0.008050396107137203,0.0010295251850038767,0.005745162256062031,0.016282835975289345,0.010472048074007034,0.038161344826221466
94491000,0,1,1,1171368248954360692736,0.24320143461227417,0.07609612494707108,0.1957024335861206,0.4726375937461853,0.2759900391101837,1.7706999778747559,0.0061703394167125225,0.0011848070425912738,0.0040218159556388855,0.013541189953684807,0.01019548624753952,0.03590187430381775
94492000,0,1,1,1171368248954360692736,0.24027732014656067,0.07343042641878128,0.1963828057050705,0.47627711296081543,0.29053032398223877,1.7767086029052734,0.006827476434409618,0.0016129815485328436,0.005473670549690723,0.013882813975214958,0.010763044469058514,0.03746993467211723
94493000,0,1,1,1171368248954360692736,0.24306130409240723,0.07175987213850021,0.20709514617919922,0.4798341989517212,0.3073204457759857,1.8053829669952393,0.00936970766633749,0.0014580301940441132,0.008251664228737354,0.013122971169650555,0.011468318291008472,0.04244035854935646
94494000,0,1,1,1171368248954360692736,0.2429487705230713,0.07026317715644836,0.2083139419555664,0.4840526282787323,0.3196309208869934,1.8099972009658813,0.00726019823923707,0.0020063905976712704,0.005715503357350826,0.015204955823719501,0.010459011420607567,0.03620320186018944
94495000,0,1,1,1171368248954360692736,0.24180270731449127,0.06988587975502014,0.20959362387657166,0.4918632209300995,0.33415326476097107,1.8260326385498047,0.006941246334463358,0.002284425310790539,0.005962274502962828,0.013858995400369167,0.010843856260180473,0.03938917815685272
