iTOW,version,numSv,reserved0,gnssId_01,svId_01,health_01,visibility_01,ephUsability_01,ephSource_01,almUsability_01,almSource_01,anoAopUsability_01,type_01,gnssId_02,svId_02,health_02,visibility_02,ephUsability_02,ephSource_02,almUsability_02,almSource_02,anoAopUsability_02,type_02,gnssId_03,svId_03,health_03,visibility_03,ephUsability_03,ephSource_03,almUsability_03,almSource_03,anoAopUsability_03,type_03,gnssId_04,svId_04,health_04,visibility_04,ephUsability_04,ephSource_04,almUsability_04,almSource_04,anoAopUsability_04,type_04,gnssId_05,svId_05,health_05,visibility_05,ephUsability_05,ephSource_05,almUsability_05,almSource_05,anoAopUsability_05,type_05,gnssId_06,svId_06,health_06,visibility_06,ephUsability_06,ephSource_06,almUsability_06,almSource_06,anoAopUsability_06,type_06,gnssId_07,svId_07,health_07,visibility_07,ephUsability_07,ephSource_07,almUsability_07,almSource_07,anoAopUsability_07,type_07,gnssId_08,svId_08,health_08,visibility_08,ephUsability_08,ephSource_08,almUsability_08,almSource_08,anoAopUsability_08,type_08,gnssId_09,svId_09,health_09,visibility_09,ephUsability_09,ephSource_09,almUsability_09,almSource_09,anoAopUsability_09,type_09,gnssId_10,svId_10,health_10,visibility_10,ephUsability_10,ephSource_10,almUsability_10,almSource_10,anoAopUsability_10,type_10,gnssId_11,svId_11,health_11,visibility_11,ephUsability_11,ephSource_11,almUsability_11,almSource_11,anoAopUsability_11,type_11,gnssId_12,svId_12,health_12,visibility_12,ephUsability_12,ephSource_12,almUsability_12,almSource_12,anoAopUsability_12,type_12,gnssId_13,svId_13,health_13,visibility_13,ephUsability_13,ephSource_13,almUsability_13,almSource_13,anoAopUsability_13,type_13,gnssId_14,svId_14,health_14,visibility_14,ephUsability_14,ephSource_14,almUsability_14,almSource_14,anoAopUsability_14,type_14,gnssId_15,svId_15,health_15,visibility_15,ephUsability_15,ephSource_15,almUsability_15,almSource_15,anoAopUsability_15,type_15,gnssId_16,svId_16,health_16,visibility_16,ephUsability_16,ephSource_16,almUsability_16,almSource_16,anoAopUsability_16,type_16,gnssId_17,svId_17,health_17,visibility_17,ephUsability_17,ephSource_17,almUsability_17,almSource_17,anoAopUsability_17,type_17,gnssId_18,svId_18,health_18,visibility_18,ephUsability_18,ephSource_18,almUsability_18,almSource_18,anoAopUsability_18,type_18,gnssId_19,svId_19,health_19,visibility_19,ephUsability_19,ephSource_19,almUsability_19,almSource_19,anoAopUsability_19,type_19,gnssId_20,svId_20,health_20,visibility_20,ephUsability_20,ephSource_20,almUsability_20,almSource_20,anoAopUsability_20,type_20,gnssId_21,svId_21,health_21,visibility_21,ephUsability_21,ephSource_21,almUsability_21,almSource_21,anoAopUsability_21,type_21,gnssId_22,svId_22,health_22,visibility_22,ephUsability_22,ephSource_22,almUsability_22,almSource_22,anoAopUsability_22,type_22,gnssId_23,svId_23,health_23,visibility_23,ephUsability_23,ephSource_23,almUsability_23,almSource_23,anoAopUsability_23,type_23,gnssId_24,svId_24,health_24,visibility_24,ephUsability_24,ephSource_24,almUsability_24,almSource_24,anoAopUsability_24,type_24,gnssId_25,svId_25,health_25,visibility_25,ephUsability_25,ephSource_25,almUsability_25,almSource_25,anoAopUsability_25,type_25,gnssId_26,svId_26,health_26,visibility_26,ephUsability_26,ephSource_26,almUsability_26,almSource_26,anoAopUsability_26,type_26,gnssId_27,svId_27,health_27,visibility_27,ephUsability_27,ephSource_27,almUsability_27,almSource_27,anoAopUsability_27,type_27,gnssId_28,svId_28,health_28,visibility_28,ephUsability_28,ephSource_28,almUsability_28,almSource_28,anoAopUsability_28,type_28,gnssId_29,svId_29,health_29,visibility_29,ephUsability_29,ephSource_29,almUsability_29,almSource_29,anoAopUsability_29,type_29,gnssId_30,svId_30,health_30,visibility_30,ephUsability_30,ephSource_30,almUsability_30,almSource_30,anoAopUsability_30,type_30,gnssId_31,svId_31,health_31,visibility_31,ephUsability_31,ephSource_31,almUsability_31,almSource_31,anoAopUsability_31,type_31,gnssId_32,svId_32,health_32,visibility_32,ephUsability_32,ephSource_32,almUsability_32,almSource_32,anoAopUsability_32,type_32,gnssId_33,svId_33,health_33,visibility_33,ephUsability_33,ephSource_33,almUsability_33,almSource_33,anoAopUsability_33,type_33,gnssId_34,svId_34,health_34,visibility_34,ephUsability_34,ephSource_34,almUsability_34,almSource_34,anoAopUsability_34,type_34,gnssId_35,svId_35,health_35,visibility_35,ephUsability_35,ephSource_35,almUsability_35,almSource_35,anoAopUsability_35,type_35,gnssId_36,svId_36,health_36,visibility_36,ephUsability_36,ephSource_36,almUsability_36,almSource_36,anoAopUsability_36,type_36,gnssId_37,svId_37,health_37,visibility_37,ephUsability_37,ephSource_37,almUsability_37,almSource_37,anoAopUsability_37,type_37,gnssId_38,svId_38,health_38,visibility_38,ephUsability_38,ephSource_38,almUsability_38,almSource_38,anoAopUsability_38,type_38,gnssId_39,svId_39,health_39,visibility_39,ephUsability_39,ephSource_39,almUsability_39,almSource_39,anoAopUsability_39,type_39,gnssId_40,svId_40,health_40,visibility_40,ephUsability_40,ephSource_40,almUsability_40,almSource_40,anoAopUsability_40,type_40,gnssId_41,svId_41,health_41,visibility_41,ephUsability_41,ephSource_41,almUsability_41,almSource_41,anoAopUsability_41,type_41,gnssId_42,svId_42,health_42,visibility_42,ephUsability_42,ephSource_42,almUsability_42,almSource_42,anoAopUsability_42,type_42,gnssId_43,svId_43,health_43,visibility_43,ephUsability_43,ephSource_43,almUsability_43,almSource_43,anoAopUsability_43,type_43,gnssId_44,svId_44,health_44,visibility_44,ephUsability_44,ephSource_44,almUsability_44,almSource_44,anoAopUsability_44,type_44,gnssId_45,svId_45,health_45,visibility_45,ephUsability_45,ephSource_45,almUsability_45,almSource_45,anoAopUsability_45,type_45,gnssId_46,svId_46,health_46,visibility_46,ephUsability_46,ephSource_46,almUsability_46,almSource_46,anoAopUsability_46,type_46,gnssId_47,svId_47,health_47,visibility_47,ephUsability_47,ephSource_47,almUsability_47,almSource_47,anoAopUsability_47,type_47,gnssId_48,svId_48,health_48,visibility_48,ephUsability_48,ephSource_48,almUsability_48,almSource_48,anoAopUsability_48,type_48,gnssId_49,svId_49,health_49,visibility_49,ephUsability_49,ephSource_49,almUsability_49,almSource_49,anoAopUsability_49,type_49,gnssId_50,svId_50,health_50,visibility_50,ephUsability_50,ephSource_50,almUsability_50,almSource_50,anoAopUsability_50,type_50,gnssId_51,svId_51,health_51,visibility_51,ephUsability_51,ephSource_51,almUsability_51,almSource_51,anoAopUsability_51,type_51,gnssId_52,svId_52,health_52,visibility_52,ephUsability_52,ephSource_52,almUsability_52,almSource_52,anoAopUsability_52,type_52,gnssId_53,svId_53,health_53,visibility_53,ephUsability_53,ephSource_53,almUsability_53,almSource_53,anoAopUsability_53,type_53,gnssId_54,svId_54,health_54,visibility_54,ephUsability_54,ephSource_54,almUsability_54,almSource_54,anoAopUsability_54,type_54,gnssId_55,svId_55,health_55,visibility_55,ephUsability_55,ephSource_55,almUsability_55,almSource_55,anoAopUsability_55,type_55,gnssId_56,svId_56,health_56,visibility_56,ephUsability_56,ephSource_56,almUsability_56,almSource_56,anoAopUsability_56,type_56,gnssId_57,svId_57,health_57,visibility_57,ephUsability_57,ephSource_57,almUsability_57,almSource_57,anoAopUsability_57,type_57,gnssId_58,svId_58,health_58,visibility_58,ephUsability_58,ephSource_58,almUsability_58,almSource_58,anoAopUsability_58,type_58,gnssId_59,svId_59,health_59,visibility_59,ephUsability_59,ephSource_59,almUsability_59,almSource_59,anoAopUsability_59,type_59,gnssId_60,svId_60,health_60,visibility_60,ephUsability_60,ephSource_60,almUsability_60,almSource_60,anoAopUsability_60,type_60,gnssId_61,svId_61,health_61,visibility_61,ephUsability_61,ephSource_61,almUsability_61,almSource_61,anoAopUsability_61,type_61,gnssId_62,svId_62,health_62,visibility_62,ephUsability_62,ephSource_62,almUsability_62,almSource_62,anoAopUsability_62,type_62,gnssId_63,svId_63,health_63,visibility_63,ephUsability_63,ephSource_63,almUsability_63,almSource_63,anoAopUsability_63,type_63,gnssId_64,svId_64,health_64,visibility_64,ephUsability_64,ephSource_64,almUsability_64,almSource_64,anoAopUsability_64,type_64,gnssId_65,svId_65,health_65,visibility_65,ephUsability_65,ephSource_65,almUsability_65,almSource_65,anoAopUsability_65,type_65,gnssId_66,svId_66,health_66,visibility_66,ephUsability_66,ephSource_66,almUsability_66,almSource_66,anoAopUsability_66,type_66,gnssId_67,svId_67,health_67,visibility_67,ephUsability_67,ephSource_67,almUsability_67,almSource_67,anoAopUsability_67,type_67,gnssId_68,svId_68,health_68,visibility_68,ephUsability_68,ephSource_68,almUsability_68,almSource_68,anoAopUsability_68,type_68,gnssId_69,svId_69,health_69,visibility_69,ephUsability_69,ephSource_69,almUsability_69,almSource_69,anoAopUsability_69,type_69,gnssId_70,svId_70,health_70,visibility_70,ephUsability_70,ephSource_70,almUsability_70,almSource_70,anoAopUsability_70,type_70,gnssId_71,svId_71,health_71,visibility_71,ephUsability_71,ephSource_71,almUsability_71,almSource_71,anoAopUsability_71,type_71,gnssId_72,svId_72,health_72,visibility_72,ephUsability_72,ephSource_72,almUsability_72,almSource_72,anoAopUsability_72,type_72,gnssId_73,svId_73,health_73,visibility_73,ephUsability_73,ephSource_73,almUsability_73,almSource_73,anoAopUsability_73,type_73,gnssId_74,svId_74,health_74,visibility_74,ephUsability_74,ephSource_74,almUsability_74,almSource_74,anoAopUsability_74,type_74
94417000,1,74,0,0,10,1,3,16,1,0,0,0,0,0,12,1,3,16,1,0,0,0,0,0,13,1,1,0,0,17,1,0,0,0,14,1,1,0,0,17,1,0,0,0,15,1,3,0,0,17,1,0,0,0,16,1,1,0,0,17,1,0,0,0,17,1,1,0,0,17,1,0,0,0,18,1,3,16,1,17,1,0,0,0,19,1,1,0,0,17,1,0,0,0,20,1,1,0,0,17,1,0,0,0,21,1,1,0,0,17,1,0,0,0,22,1,1,0,0,17,1,0,0,0,23,1,3,16,1,0,0,0,0,0,24,1,3,16,1,0,0,0,0,0,25,1,3,16,1,0,0,0,0,0,28,1,3,16,1,0,0,0,0,0,32,1,3,16,1,0,0,0,0,1,127,0,3,0,0,31,1,0,0,1,128,0,3,1,1,31,1,0,0,1,129,1,3,1,1,31,1,0,0,1,132,0,3,0,0,31,1,0,0,1,137,0,3,1,1,31,1,0,0,2,2,1,1,0,0,14,1,0,0,2,3,1,1,0,0,14,1,0,0,2,4,1,2,0,0,14,1,0,0,2,12,1,3,12,1,14,1,0,0,2,13,1,1,0,0,14,1,0,0,2,15,1,1,0,0,14,1,0,0,2,16,1,1,0,0,14,1,0,0,2,19,1,3,8,1,14,1,0,0,2,21,1,3,12,1,14,1,0,0,2,26,1,3,12,1,0,0,0,0,2,27,1,3,12,1,0,0,0,0,2,29,1,3,12,1,0,0,0,0,2,30,1,2,0,0,14,1,0,0,2,31,1,1,0,0,14,1,0,0,2,33,1,3,11,1,14,1,0,0,2,34,1,1,0,0,14,1,0,0,2,36,1,1,0,0,14,1,0,0,3,6,1,3,12,1,0,0,0,0,3,9,1,3,12,1,0,0,0,0,3,13,1,3,12,1,0,0,0,0,3,16,1,3,12,1,0,0,0,0,3,23,1,3,12,1,0,0,0,0,3,27,1,3,12,1,0,0,0,0,3,32,1,3,12,1,0,0,0,0,3,38,1,3,12,1,0,0,0,0,3,39,1,3,12,1,0,0,0,0,5,2,1,3,8,1,17,1,0,0,5,3,1,3,8,1,17,1,0,0,5,7,1,3,8,1,17,1,0,0,6,1,1,1,0,0,21,1,0,0,6,2,1,1,0,0,21,1,0,0,6,3,1,1,0,0,21,1,0,0,6,4,1,1,0,0,21,1,0,0,6,5,1,1,0,0,21,1,0,0,6,6,1,3,0,0,21,1,0,0,6,7,1,3,6,1,21,1,0,0,6,9,1,3,6,1,0,0,0,0,6,10,1,3,6,1,0,0,0,0,6,11,1,1,0,0,21,1,0,0,6,12,1,1,0,0,21,1,0,0,6,13,1,1,0,0,21,1,0,0,6,14,1,1,0,0,21,1,0,0,6,15,1,1,0,0,21,1,0,0,6,16,1,3,6,1,21,1,0,0,6,17,1,1,0,0,21,1,0,0,6,18,1,1,0,0,21,1,0,0,6,19,1,1,0,0,21,1,0,0,6,20,1,1,0,0,21,1,0,0,6,21,1,3,6,1,21,1,0,0,6,22,1,3,6,1,21,1,0,0,6,23,1,3,0,0,21,1,0,0,6,24,1,1,0,0,21,1,0,0
94418000,1,75,0,0,10,1,3,16,1,0,0,0,0,0,12,1,3,16,1,0,0,0,0,0,13,1,1,0,0,17,1,0,0,0,14,1,1,0,0,17,1,0,0,0,15,1,3,0,0,17,1,0,0,0,16,1,1,0,0,17,1,0,0,0,17,1,1,0,0,17,1,0,0,0,18,1,3,16,1,17,1,0,0,0,19,1,1,0,0,17,1,0,0,0,20,1,1,0,0,17,1,0,0,0,21,1,1,0,0,17,1,0,0,0,22,1,1,0,0,17,1,0,0,0,23,1,3,16,1,0,0,0,0,0,24,1,3,16,1,0,0,0,0,0,25,1,3,16,1,0,0,0,0,0,28,1,3,16,1,0,0,0,0,0,32,1,3,16,1,0,0,0,0,1,127,0,3,0,0,31,1,0,0,1,128,0,3,1,1,31,1,0,0,1,129,1,3,1,1,31,1,0,0,1,132,0,3,0,0,31,1,0,0,1,137,0,3,1,1,31,1,0,0,2,2,1,1,0,0,14,1,0,0,2,3,1,1,0,0,14,1,0,0,2,4,1,2,0,0,14,1,0,0,2,5,1,0,0,0,14,1,0,0,2,12,1,3,12,1,14,1,0,0,2,13,1,1,0,0,14,1,0,0,2,15,1,1,0,0,14,1,0,0,2,16,1,1,0,0,14,1,0,0,2,19,1,3,8,1,14,1,0,0,2,21,1,3,12,1,14,1,0,0,2,26,1,3,12,1,0,0,0,0,2,27,1,3,12,1,0,0,0,0,2,29,1,3,12,1,0,0,0,0,2,30,1,2,0,0,14,1,0,0,2,31,1,1,0,0,14,1,0,0,2,33,1,3,11,1,14,1,0,0,2,34,1,1,0,0,14,1,0,0,2,36,1,1,0,0,14,1,0,0,3,6,1,3,12,1,0,0,0,0,3,9,1,3,12,1,0,0,0,0,3,13,1,3,12,1,0,0,0,0,3,16,1,3,12,1,0,0,0,0,3,23,1,3,12,1,0,0,0,0,3,27,1,3,12,1,0,0,0,0,3,32,1,3,12,1,0,0,0,0,3,38,1,3,12,1,0,0,0,0,3,39,1,3,12,1,0,0,0,0,5,2,1,3,8,1,17,1,0,0,5,3,1,3,8,1,17,1,0,0,5,7,1,3,8,1,17,1,0,0,6,1,1,1,0,0,21,1,0,0,6,2,1,1,0,0,21,1,0,0,6,3,1,1,0,0,21,1,0,0,6,4,1,1,0,0,21,1,0,0,6,5,1,1,0,0,21,1,0,0,6,6,1,3,0,0,21,1,0,0,6,7,1,3,6,1,21,1,0,0,6,9,1,3,6,1,0,0,0,0,6,10,1,3,6,1,0,0,0,0,6,11,1,1,0,0,21,1,0,0,6,12,1,1,0,0,21,1,0,0,6,13,1,1,0,0,21,1,0,0,6,14,1,1,0,0,21,1,0,0,6,15,1,1,0,0,21,1,0,0,6,16,1,3,6,1,21,1,0,0,6,17,1,1,0,0,21,1,0,0,6,18,1,1,0,0,21,1,0,0,6,19,1,1,0,0,21,1,0,0,6,20,1,1,0,0,21,1,0,0,6,21,1,3,6,1,21,1,0,0,6,22,1,3,6,1,21,1,0,0,6,23,1,3,0,0,21,1,0,0
94419000,1,75,0,0,10,1,3,16,1,0,0,0,0,0,12,1,3,16,1,0,0,0,0,0,13,1,1,0,0,17,1,0,0,0,14,1,1,0,0,17,1,0,0,0,15,1,3,0,0,17,1,0,0,0,16,1,1,0,0,17,1,0,0,0,17,1,1,0,0,17,1,0,0,0,18,1,3,16,1,17,1,0,0,0,19,1,1,0,0,17,1,0,0,0,20,1,1,0,0,17,1,0,0,0,21,1,1,0,0,17,1,0,0,0,22,1,1,0,0,17,1,0,0,0,23,1,3,16,1,0,0,0,0,0,24,1,3,16,1,0,0,0,0,0,25,1,3,16,1,0,0,0,0,0,28,1,3,16,1,0,0,0,0,0,32,1,3,16,1,0,0,0,0,1,127,0,3,0,0,31,1,0,0,1,128,0,3,1,1,31,1,0,0,1,129,1,3,1,1,31,1,0,0,1,132,0,3,0,0,31,1,0,0,1,137,0,3,1,1,31,1,0,0,2,2,1,1,0,0,14,1,0,0,2,3,1,1,0,0,14,1,0,0,2,4,1,2,0,0,14,1,0,0,2,5,1,1,0,0,14,1,0,0,2,12,1,3,12,1,14,1,0,0,2,13,1,1,0,0,14,1,0,0,2,15,1,1,0,0,14,1,0,0,2,16,1,1,0,0,14,1,0,0,2,19,1,3,8,1,14,1,0,0,2,21,1,3,12,1,14,1,0,0,2,26,1,3,12,1,0,0,0,0,2,27,1,3,12,1,0,0,0,0,2,29,1,3,12,1,0,0,0,0,2,30,1,2,0,0,14,1,0,0,2,31,1,1,0,0,14,1,0,0,2,33,1,3,11,1,14,1,0,0,2,34,1,1,0,0,14,1,0,0,2,36,1,1,0,0,14,1,0,0,3,6,1,3,12,1,0,0,0,0,3,9,1,3,12,1,0,0,0,0,3,13,1,3,12,1,0,0,0,0,3,16,1,3,12,1,0,0,0,0,3,23,1,3,12,1,0,0,0,0,3,27,1,3,12,1,0,0,0,0,3,32,1,3,12,1,0,0,0,0,3,38,1,3,12,1,0,0,0,0,3,39,1,3,12,1,0,0,0,0,5,2,1,3,8,1,17,1,0,0,5,3,1,3,8,1,17,1,0,0,5,7,1,3,8,1,17,1,0,0,6,1,1,1,0,0,21,1,0,0,6,2,1,1,0,0,21,1,0,0,6,3,1,1,0,0,21,1,0,0,6,4,1,1,0,0,21,1,0,0,6,5,1,1,0,0,21,1,0,0,6,6,1,3,0,0,21,1,0,0,6,7,1,3,6,1,21,1,0,0,6,9,1,3,6,1,0,0,0,0,6,10,1,3,6,1,0,0,0,0,6,11,1,1,0,0,21,1,0,0,6,12,1,1,0,0,21,1,0,0,6,13,1,1,0,0,21,1,0,0,6,14,1,1,0,0,21,1,0,0,6,15,1,1,0,0,21,1,0,0,6,16,1,3,6,1,21,1,0,0,6,17,1,1,0,0,21,1,0,0,6,18,1,1,0,0,21,1,0,0,6,19,1,1,0,0,21,1,0,0,6,20,1,1,0,0,21,1,0,0,6,21,1,3,6,1,21,1,0,0,6,22,1,3,6,1,21,1,0,0,6,23,1,3,0,0,21,1,0,0
94420000,1,78,0,0,10,1,3,16,1,0,0,0,0,0,12,1,3,16,1,0,0,0,0,0,13,1,1,0,0,17,1,0,0,0,14,1,1,0,0,17,1,0,0,0,15,1,3,0,0,17,1,0,0,0,16,1,1,0,0,17,1,0,0,0,17,1,1,0,0,17,1,0,0,0,18,1,3,16,1,17,1,0,0,0,19,1,1,0,0,17,1,0,0,0,20,1,1,0,0,17,1,0,0,0,21,1,1,0,0,17,1,0,0,0,22,1,1,0,0,17,1,0,0,0,23,1,3,16,1,0,0,0,0,0,24,1,3,16,1,0,0,0,0,0,25,1,3,16,1,0,0,0,0,0,28,1,3,16,1,0,0,0,0,0,32,1,3,16,1,0,0,0,0,1,127,0,3,0,0,31,1,0,0,1,128,0,3,1,1,31,1,0,0,1,129,1,3,1,1,31,1,0,0,1,132,0,3,0,0,31,1,0,0,1,137,0,3,1,1,31,1,0,0,2,2,1,1,0,0,14,1,0,0,2,3,1,1,0,0,14,1,0,0,2,4,1,2,0,0,14,1,0,0,2,5,1,1,0,0,14,1,0,0,2,6,1,0,0,0,14,1,0,0,2,12,1,3,12,1,14,1,0,0,2,13,1,1,0,0,14,1,0,0,2,15,1,1,0,0,14,1,0,0,2,16,1,1,0,0,14,1,0,0,2,19,1,3,8,1,14,1,0,0,2,21,1,3,12,1,14,1,0,0,2,23,1,0,0,0,14,1,0,0,2,26,1,3,12,1,0,0,0,0,2,27,1,3,12,1,0,0,0,0,2,29,1,3,12,1,0,0,0,0,2,30,1,2,0,0,14,1,0,0,2,31,1,1,0,0,14,1,0,0,2,33,1,3,11,1,14,1,0,0,2,34,1,1,0,0,14,1,0,0,2,36,1,1,0,0,14,1,0,0,3,6,1,3,12,1,0,0,0,0,3,9,1,3,12,1,0,0,0,0,3,13,1,3,12,1,0,0,0,0,3,16,1,3,12,1,0,0,0,0,3,23,1,3,12,1,0,0,0,0,3,27,1,3,12,1,0,0,0,0,3,32,1,3,12,1,0,0,0,0,3,38,1,3,12,1,0,0,0,0,3,39,1,3,12,1,0,0,0,0,5,2,1,3,8,1,17,1,0,0,5,3,1,3,8,1,17,1,0,0,5,7,1,3,8,1,17,1,0,0,6,1,1,1,0,0,21,1,0,0,6,2,1,1,0,0,21,1,0,0,6,3,1,1,0,0,21,1,0,0,6,4,1,1,0,0,21,1,0,0,6,5,1,1,0,0,21,1,0,0,6,6,1,3,0,0,21,1,0,0,6,7,1,3,6,1,21,1,0,0,6,8,1,0,0,0,21,1,0,0,6,9,1,3,6,1,0,0,0,0,6,10,1,3,6,1,0,0,0,0,6,11,1,1,0,0,21,1,0,0,6,12,1,1,0,0,21,1,0,0,6,13,1,1,0,0,21,1,0,0,6,14,1,1,0,0,21,1,0,0,6,15,1,1,0,0,21,1,0,0,6,16,1,3,6,1,21,1,0,0,6,17,1,1,0,0,21,1,0,0,6,18,1,1,0,0,21,1,0,0,6,19,1,1,0,0,21,1,0,0,6,20,1,1,0,0,21,1,0,0
94421000,1,78,0,0,10,1,3,16,1,0,0,0,0,0,12,1,3,16,1,0,0,0,0,0,13,1,1,0,0,17,1,0,0,0,14,1,1,0,0,17,1,0,0,0,15,1,3,0,0,17,1,0,0,0,16,1,1,0,0,17,1,0,0,0,17,1,1,0,0,17,1,0,0,0,18,1,3,16,1,17,1,0,0,0,19,1,1,0,0,17,1,0,0,0,20,1,1,0,0,17,1,0,0,0,21,1,1,0,0,17,1,0,0,0,22,1,1,0,0,17,1,0,0,0,23,1,3,16,1,0,0,0,0,0,24,1,3,16,1,0,0,0,0,0,25,1,3,16,1,0,0,0,0,0,28,1,3,16,1,0,0,0,0,0,32,1,3,16,1,0,0,0,0,1,127,0,3,0,0,31,1,0,0,1,128,0,3,1,1,31,1,0,0,1,129,1,3,1,1,31,1,0,0,1,132,0,3,0,0,31,1,0,0,1,137,0,3,1,1,31,1,0,0,2,2,1,1,0,0,14,1,0,0,2,3,1,1,0,0,14,1,0,0,2,4,1,2,0,0,14,1,0,0,2,5,1,1,0,0,14,1,0,0,2,6,1,1,0,0,14,1,0,0,2,12,1,3,12,1,14,1,0,0,2,13,1,1,0,0,14,1,0,0,2,15,1,1,0,0,14,1,0,0,2,16,1,1,0,0,14,1,0,0,2,19,1,3,8,1,14,1,0,0,2,21,1,3,12,1,14,1,0,0,2,23,1,2,0,0,14,1,0,0,2,26,1,3,12,1,0,0,0,0,2,27,1,3,12,1,0,0,0,0,2,29,1,3,12,1,0,0,0,0,2,30,1,2,0,0,14,1,0,0,2,31,1,1,0,0,14,1,0,0,2,33,1,3,11,1,14,1,0,0,2,34,1,1,0,0,14,1,0,0,2,36,1,1,0,0,14,1,0,0,3,6,1,3,12,1,0,0,0,0,3,9,1,3,12,1,0,0,0,0,3,13,1,3,12,1,0,0,0,0,3,16,1,3,12,1,0,0,0,0,3,23,1,3,12,1,0,0,0,0,3,27,1,3,12,1,0,0,0,0,3,32,1,3,12,1,0,0,0,0,3,38,1,3,12,1,0,0,0,0,3,39,1,3,12,1,0,0,0,0,5,2,1,3,8,1,17,1,0,0,5,3,1,3,8,1,17,1,0,0,5,7,1,3,8,1,17,1,0,0,6,1,1,1,0,0,21,1,0,0,6,2,1,1,0,0,21,1,0,0,6,3,1,1,0,0,21,1,0,0,6,4,1,1,0,0,21,1,0,0,6,5,1,1,0,0,21,1,0,0,6,6,1,3,0,0,21,1,0,0,6,7,1,3,6,1,21,1,0,0,6,8,1,2,0,0,21,1,0,0,6,9,1,3,6,1,0,0,0,0,6,10,1,3,6,1,0,0,0,0,6,11,1,1,0,0,21,1,0,0,6,12,1,1,0,0,21,1,0,0,6,13,1,1,0,0,21,1,0,0,6,14,1,1,0,0,21,1,0,0,6,15,1,1,0,0,21,1,0,0,6,16,1,3,6,1,21,1,0,0,6,17,1,1,0,0,21,1,0,0,6,18,1,1,0,0,21,1,0,0,6,19,1,1,0,0,21,1,0,0,6,20,1,1,0,0,21,1,0,0
94422000,1,79,0,0,10,1,3,16,1,0,0,0,0,0,12,1,3,16,1,0,0,0,0,0,13,1,1,0,0,17,1,0,0,0,14,1,1,0,0,17,1,0,0,0,15,1,3,0,0,17,1,0,0,0,16,1,1,0,0,17,1,0,0,0,17,1,1,0,0,17,1,0,0,0,18,1,3,16,1,17,1,0,0,0,19,1,1,0,0,17,1,0,0,0,20,1,1,0,0,17,1,0,0,0,21,1,1,0,0,17,1,0,0,0,22,1,1,0,0,17,1,0,0,0,23,1,3,16,1,0,0,0,0,0,24,1,3,16,1,0,0,0,0,0,25,1,3,16,1,0,0,0,0,0,28,1,3,16,1,0,0,0,0,0,32,1,3,16,1,0,0,0,0,1,127,0,3,0,0,31,1,0,0,1,128,0,3,1,1,31,1,0,0,1,129,1,3,1,1,31,1,0,0,1,132,0,3,0,0,31,1,0,0,1,137,0,3,1,1,31,1,0,0,2,2,1,1,0,0,14,1,0,0,2,3,1,1,0,0,14,1,0,0,2,4,1,2,0,0,14,1,0,0,2,5,1,1,0,0,14,1,0,0,2,6,1,1,0,0,14,1,0,0,2,12,1,3,12,1,14,1,0,0,2,13,1,1,0,0,14,1,0,0,2,15,1,1,0,0,14,1,0,0,2,16,1,1,0,0,14,1,0,0,2,19,1,3,8,1,14,1,0,0,2,21,1,3,12,1,14,1,0,0,2,23,1,2,0,0,14,1,0,0,2,24,1,0,0,0,14,1,0,0,2,26,1,3,12,1,0,0,0,0,2,27,1,3,12,1,0,0,0,0,2,29,1,3,12,1,0,0,0,0,2,30,1,2,0,0,14,1,0,0,2,31,1,1,0,0,14,1,0,0,2,33,1,3,11,1,14,1,0,0,2,34,1,1,0,0,14,1,0,0,2,36,1,1,0,0,14,1,0,0,3,6,1,3,12,1,0,0,0,0,3,9,1,3,12,1,0,0,0,0,3,13,1,3,12,1,0,0,0,0,3,16,1,3,12,1,0,0,0,0,3,23,1,3,12,1,0,0,0,0,3,27,1,3,12,1,0,0,0,0,3,32,1,3,12,1,0,0,0,0,3,38,1,3,12,1,0,0,0,0,3,39,1,3,12,1,0,0,0,0,5,2,1,3,8,1,17,1,0,0,5,3,1,3,8,1,17,1,0,0,5,7,1,3,8,1,17,1,0,0,6,1,1,1,0,0,21,1,0,0,6,2,1,1,0,0,21,1,0,0,6,3,1,1,0,0,21,1,0,0,6,4,1,1,0,0,21,1,0,0,6,5,1,1,0,0,21,1,0,0,6,6,1,3,0,0,21,1,0,0,6,7,1,3,6,1,21,1,0,0,6,8,1,2,0,0,21,1,0,0,6,9,1,3,6,1,0,0,0,0,6,10,1,3,6,1,0,0,0,0,6,11,1,1,0,0,21,1,0,0,6,12,1,1,0,0,21,1,0,0,6,13,1,1,0,0,21,1,0,0,6,14,1,1,0,0,21,1,0,0,6,15,1,1,0,0,21,1,0,0,6,16,1,3,6,1,21,1,0,0,6,17,1,1,0,0,21,1,0,0,6,18,1,1,0,0,21,1,0,0,6,19,1,1,0,0,21,1,0,0
