rcvTow,week,leapS,numMeas,leapSec,clkReset,reserved1,prMes_01,cpMes_01,doMes_01,gnssId_01,svId_01,sigId_01,freqId_01,locktime_01,cno_01,prStd_01,cpStd_01,doStd_01,prValid_01,cpValid_01,halfCyc_01,subHalfCyc_01,reserved3_01,prMes_02,cpMes_02,doMes_02,gnssId_02,svId_02,sigId_02,freqId_02,locktime_02,cno_02,prStd_02,cpStd_02,doStd_02,prValid_02,cpValid_02,halfCyc_02,subHalfCyc_02,reserved3_02,prMes_03,cpMes_03,doMes_03,gnssId_03,svId_03,sigId_03,freqId_03,locktime_03,cno_03,prStd_03,cpStd_03,doStd_03,prValid_03,cpValid_03,halfCyc_03,subHalfCyc_03,reserved3_03,prMes_04,cpMes_04,doMes_04,gnssId_04,svId_04,sigId_04,freqId_04,locktime_04,cno_04,prStd_04,cpStd_04,doStd_04,prValid_04,cpValid_04,halfCyc_04,subHalfCyc_04,reserved3_04,prMes_05,cpMes_05,doMes_05,gnssId_05,svId_05,sigId_05,freqId_05,locktime_05,cno_05,prStd_05,cpStd_05,doStd_05,prValid_05,cpValid_05,halfCyc_05,subHalfCyc_05,reserved3_05,prMes_06,cpMes_06,doMes_06,gnssId_06,svId_06,sigId_06,freqId_06,locktime_06,cno_06,prStd_06,cpStd_06,doStd_06,prValid_06,cpValid_06,halfCyc_06,subHalfCyc_06,reserved3_06,prMes_07,cpMes_07,doMes_07,gnssId_07,svId_07,sigId_07,freqId_07,locktime_07,cno_07,prStd_07,cpStd_07,doStd_07,prValid_07,cpValid_07,halfCyc_07,subHalfCyc_07,reserved3_07,prMes_08,cpMes_08,doMes_08,gnssId_08,svId_08,sigId_08,freqId_08,locktime_08,cno_08,prStd_08,cpStd_08,doStd_08,prValid_08,cpValid_08,halfCyc_08,subHalfCyc_08,reserved3_08,prMes_09,cpMes_09,doMes_09,gnssId_09,svId_09,sigId_09,freqId_09,locktime_09,cno_09,prStd_09,cpStd_09,doStd_09,prValid_09,cpValid_09,halfCyc_09,subHalfCyc_09,reserved3_09,prMes_10,cpMes_10,doMes_10,gnssId_10,svId_10,sigId_10,freqId_10,locktime_10,cno_10,prStd_10,cpStd_10,doStd_10,prValid_10,cpValid_10,halfCyc_10,subHalfCyc_10,reserved3_10,prMes_11,cpMes_11,doMes_11,gnssId_11,svId_11,sigId_11,freqId_11,locktime_11,cno_11,prStd_11,cpStd_11,doStd_11,prValid_11,cpValid_11,halfCyc_11,subHalfCyc_11,reserved3_11,prMes_12,cpMes_12,doMes_12,gnssId_12,svId_12,sigId_12,freqId_12,locktime_12,cno_12,prStd_12,cpStd_12,doStd_12,prValid_12,cpValid_12,halfCyc_12,subHalfCyc_12,reserved3_12,prMes_13,cpMes_13,doMes_13,gnssId_13,svId_13,sigId_13,freqId_13,locktime_13,cno_13,prStd_13,cpStd_13,doStd_13,prValid_13,cpValid_13,halfCyc_13,subHalfCyc_13,reserved3_13,prMes_14,cpMes_14,doMes_14,gnssId_14,svId_14,sigId_14,freqId_14,locktime_14,cno_14,prStd_14,cpStd_14,doStd_14,prValid_14,cpValid_14,halfCyc_14,subHalfCyc_14,reserved3_14,prMes_15,cpMes_15,doMes_15,gnssId_15,svId_15,sigId_15,freqId_15,locktime_15,cno_15,prStd_15,cpStd_15,doStd_15,prValid_15,cpValid_15,halfCyc_15,subHalfCyc_15,reserved3_15,prMes_16,cpMes_16,doMes_16,gnssId_16,svId_16,sigId_16,freqId_16,locktime_16,cno_16,prStd_16,cpStd_16,doStd_16,prValid_16,cpValid_16,halfCyc_16,subHalfCyc_16,reserved3_16,prMes_17,cpMes_17,doMes_17,gnssId_17,svId_17,sigId_17,freqId_17,locktime_17,cno_17,prStd_17,cpStd_17,doStd_17,prValid_17,cpValid_17,halfCyc_17,subHalfCyc_17,reserved3_17,prMes_18,cpMes_18,doMes_18,gnssId_18,svId_18,sigId_18,freqId_18,locktime_18,cno_18,prStd_18,cpStd_18,doStd_18,prValid_18,cpValid_18,halfCyc_18,subHalfCyc_18,reserved3_18,prMes_19,cpMes_19,doMes_19,gnssId_19,svId_19,sigId_19,freqId_19,locktime_19,cno_19,prStd_19,cpStd_19,doStd_19,prValid_19,cpValid_19,halfCyc_19,subHalfCyc_19,reserved3_19,prMes_20,cpMes_20,doMes_20,gnssId_20,svId_20,sigId_20,freqId_20,locktime_20,cno_20,prStd_20,cpStd_20,doStd_20,prValid_20,cpValid_20,halfCyc_20,subHalfCyc_20,reserved3_20,prMes_21,cpMes_21,doMes_21,gnssId_21,svId_21,sigId_21,freqId_21,locktime_21,cno_21,prStd_21,cpStd_21,doStd_21,prValid_21,cpValid_21,halfCyc_21,subHalfCyc_21,reserved3_21,prMes_22,cpMes_22,doMes_22,gnssId_22,svId_22,sigId_22,freqId_22,locktime_22,cno_22,prStd_22,cpStd_22,doStd_22,prValid_22,cpValid_22,halfCyc_22,subHalfCyc_22,reserved3_22,prMes_23,cpMes_23,doMes_23,gnssId_23,svId_23,sigId_23,freqId_23,locktime_23,cno_23,prStd_23,cpStd_23,doStd_23,prValid_23,cpValid_23,halfCyc_23,subHalfCyc_23,reserved3_23,prMes_24,cpMes_24,doMes_24,gnssId_24,svId_24,sigId_24,freqId_24,locktime_24,cno_24,prStd_24,cpStd_24,doStd_24,prValid_24,cpValid_24,halfCyc_24,subHalfCyc_24,reserved3_24,prMes_25,cpMes_25,doMes_25,gnssId_25,svId_25,sigId_25,freqId_25,locktime_25,cno_25,prStd_25,cpStd_25,doStd_25,prValid_25,cpValid_25,halfCyc_25,subHalfCyc_25,reserved3_25,prMes_26,cpMes_26,doMes_26,gnssId_26,svId_26,sigId_26,freqId_26,locktime_26,cno_26,prStd_26,cpStd_26,doStd_26,prValid_26,cpValid_26,halfCyc_26,subHalfCyc_26,reserved3_26,prMes_27,cpMes_27,doMes_27,gnssId_27,svId_27,sigId_27,freqId_27,locktime_27,cno_27,prStd_27,cpStd_27,doStd_27,prValid_27,cpValid_27,halfCyc_27,subHalfCyc_27,reserved3_27,prMes_28,cpMes_28,doMes_28,gnssId_28,svId_28,sigId_28,freqId_28,locktime_28,cno_28,prStd_28,cpStd_28,doStd_28,prValid_28,cpValid_28,halfCyc_28,subHalfCyc_28,reserved3_28,prMes_29,cpMes_29,doMes_29,gnssId_29,svId_29,sigId_29,freqId_29,locktime_29,cno_29,prStd_29,cpStd_29,doStd_29,prValid_29,cpValid_29,halfCyc_29,subHalfCyc_29,reserved3_29,prMes_30,cpMes_30,doMes_30,gnssId_30,svId_30,sigId_30,freqId_30,locktime_30,cno_30,prStd_30,cpStd_30,doStd_30,prValid_30,cpValid_30,halfCyc_30,subHalfCyc_30,reserved3_30,prMes_31,cpMes_31,doMes_31,gnssId_31,svId_31,sigId_31,freqId_31,locktime_31,cno_31,prStd_31,cpStd_31,doStd_31,prValid_31,cpValid_31,halfCyc_31,subHalfCyc_31,reserved3_31,prMes_32,cpMes_32,doMes_32,gnssId_32,svId_32,sigId_32,freqId_32,locktime_32,cno_32,prStd_32,cpStd_32,doStd_32,prValid_32,cpValid_32,halfCyc_32,subHalfCyc_32,reserved3_32,prMes_33,cpMes_33,doMes_33,gnssId_33,svId_33,sigId_33,freqId_33,locktime_33,cno_33,prStd_33,cpStd_33,doStd_33,prValid_33,cpValid_33,halfCyc_33,subHalfCyc_33,reserved3_33,prMes_34,cpMes_34,doMes_34,gnssId_34,svId_34,sigId_34,freqId_34,locktime_34,cno_34,prStd_34,cpStd_34,doStd_34,prValid_34,cpValid_34,halfCyc_34,subHalfCyc_34,reserved3_34,prMes_35,cpMes_35,doMes_35,gnssId_35,svId_35,sigId_35,freqId_35,locktime_35,cno_35,prStd_35,cpStd_35,doStd_35,prValid_35,cpValid_35,halfCyc_35,subHalfCyc_35,reserved3_35,prMes_36,cpMes_36,doMes_36,gnssId_36,svId_36,sigId_36,freqId_36,locktime_36,cno_36,prStd_36,cpStd_36,doStd_36,prValid_36,cpValid_36,halfCyc_36,subHalfCyc_36,reserved3_36,prMes_37,cpMes_37,doMes_37,gnssId_37,svId_37,sigId_37,freqId_37,locktime_37,cno_37,prStd_37,cpStd_37,doStd_37,prValid_37,cpValid_37,halfCyc_37,subHalfCyc_37,reserved3_37,prMes_38,cpMes_38,doMes_38,gnssId_38,svId_38,sigId_38,freqId_38,locktime_38,cno_38,prStd_38,cpStd_38,doStd_38,prValid_38,cpValid_38,halfCyc_38,subHalfCyc_38,reserved3_38,prMes_39,cpMes_39,doMes_39,gnssId_39,svId_39,sigId_39,freqId_39,locktime_39,cno_39,prStd_39,cpStd_39,doStd_39,prValid_39,cpValid_39,halfCyc_39,subHalfCyc_39,reserved3_39,prMes_40,cpMes_40,doMes_40,gnssId_40,svId_40,sigId_40,freqId_40,locktime_40,cno_40,prStd_40,cpStd_40,doStd_40,prValid_40,cpValid_40,halfCyc_40,subHalfCyc_40,reserved3_40,prMes_41,cpMes_41,doMes_41,gnssId_41,svId_41,sigId_41,freqId_41,locktime_41,cno_41,prStd_41,cpStd_41,doStd_41,prValid_41,cpValid_41,halfCyc_41,subHalfCyc_41,reserved3_41,prMes_42,cpMes_42,doMes_42,gnssId_42,svId_42,sigId_42,freqId_42,locktime_42,cno_42,prStd_42,cpStd_42,doStd_42,prValid_42,cpValid_42,halfCyc_42,subHalfCyc_42,reserved3_42,prMes_43,cpMes_43,doMes_43,gnssId_43,svId_43,sigId_43,freqId_43,locktime_43,cno_43,prStd_43,cpStd_43,doStd_43,prValid_43,cpValid_43,halfCyc_43,subHalfCyc_43,reserved3_43,prMes_44,cpMes_44,doMes_44,gnssId_44,svId_44,sigId_44,freqId_44,locktime_44,cno_44,prStd_44,cpStd_44,doStd_44,prValid_44,cpValid_44,halfCyc_44,subHalfCyc_44,reserved3_44,prMes_45,cpMes_45,doMes_45,gnssId_45,svId_45,sigId_45,freqId_45,locktime_45,cno_45,prStd_45,cpStd_45,doStd_45,prValid_45,cpValid_45,halfCyc_45,subHalfCyc_45,reserved3_45,prMes_46,cpMes_46,doMes_46,gnssId_46,svId_46,sigId_46,freqId_46,locktime_46,cno_46,prStd_46,cpStd_46,doStd_46,prValid_46,cpValid_46,halfCyc_46,subHalfCyc_46,reserved3_46,prMes_47,cpMes_47,doMes_47,gnssId_47,svId_47,sigId_47,freqId_47,locktime_47,cno_47,prStd_47,cpStd_47,doStd_47,prValid_47,cpValid_47,halfCyc_47,subHalfCyc_47,reserved3_47,prMes_48,cpMes_48,doMes_48,gnssId_48,svId_48,sigId_48,freqId_48,locktime_48,cno_48,prStd_48,cpStd_48,doStd_48,prValid_48,cpValid_48,halfCyc_48,subHalfCyc_48,reserved3_48,prMes_49,cpMes_49,doMes_49,gnssId_49,svId_49,sigId_49,freqId_49,locktime_49,cno_49,prStd_49,cpStd_49,doStd_49,prValid_49,cpValid_49,halfCyc_49,subHalfCyc_49,reserved3_49,prMes_50,cpMes_50,doMes_50,gnssId_50,svId_50,sigId_50,freqId_50,locktime_50,cno_50,prStd_50,cpStd_50,doStd_50,prValid_50,cpValid_50,halfCyc_50,subHalfCyc_50,reserved3_50,prMes_51,cpMes_51,doMes_51,gnssId_51,svId_51,sigId_51,freqId_51,locktime_51,cno_51,prStd_51,cpStd_51,doStd_51,prValid_51,cpValid_51,halfCyc_51,subHalfCyc_51,reserved3_51,prMes_52,cpMes_52,doMes_52,gnssId_52,svId_52,sigId_52,freqId_52,locktime_52,cno_52,prStd_52,cpStd_52,doStd_52,prValid_52,cpValid_52,halfCyc_52,subHalfCyc_52,reserved3_52,prMes_53,cpMes_53,doMes_53,gnssId_53,svId_53,sigId_53,freqId_53,locktime_53,cno_53,prStd_53,cpStd_53,doStd_53,prValid_53,cpValid_53,halfCyc_53,subHalfCyc_53,reserved3_53,prMes_54,cpMes_54,doMes_54,gnssId_54,svId_54,sigId_54,freqId_54,locktime_54,cno_54,prStd_54,cpStd_54,doStd_54,prValid_54,cpValid_54,halfCyc_54,subHalfCyc_54,reserved3_54,prMes_55,cpMes_55,doMes_55,gnssId_55,svId_55,sigId_55,freqId_55,locktime_55,cno_55,prStd_55,cpStd_55,doStd_55,prValid_55,cpValid_55,halfCyc_55,subHalfCyc_55,reserved3_55,prMes_56,cpMes_56,doMes_56,gnssId_56,svId_56,sigId_56,freqId_56,locktime_56,cno_56,prStd_56,cpStd_56,doStd_56,prValid_56,cpValid_56,halfCyc_56,subHalfCyc_56,reserved3_56,prMes_57,cpMes_57,doMes_57,gnssId_57,svId_57,sigId_57,freqId_57,locktime_57,cno_57,prStd_57,cpStd_57,doStd_57,prValid_57,cpValid_57,halfCyc_57,subHalfCyc_57,reserved3_57,prMes_58,cpMes_58,doMes_58,gnssId_58,svId_58,sigId_58,freqId_58,locktime_58,cno_58,prStd_58,cpStd_58,doStd_58,prValid_58,cpValid_58,halfCyc_58,subHalfCyc_58,reserved3_58,prMes_59,cpMes_59,doMes_59,gnssId_59,svId_59,sigId_59,freqId_59,locktime_59,cno_59,prStd_59,cpStd_59,doStd_59,prValid_59,cpValid_59,halfCyc_59,subHalfCyc_59,reserved3_59,prMes_60,cpMes_60,doMes_60,gnssId_60,svId_60,sigId_60,freqId_60,locktime_60,cno_60,prStd_60,cpStd_60,doStd_60,prValid_60,cpValid_60,halfCyc_60,subHalfCyc_60,reserved3_60
94417.004,2390,18,60,1,0,15501057,38245153.73911054,200979637.88206932,-105.61522674560547,1,129,0,0,52020,41,5,3,7,1,1,1,1,0,37334865.35764717,196196043.83864832,-268.964111328125,5,3,0,0,64500,41,4,2,6,1,1,1,0,0,37840534.22993905,198853342.73973256,-105.41015625,5,7,0,0,23060,38,5,4,8,1,1,1,1,0,23511978.875559725,123556293.30659671,2539.109619140625,0,25,0,0,64500,42,3,1,6,1,1,1,0,0,21496297.67740692,112963813.18879417,380.1882019042969,0,23,0,0,48920,43,3,1,6,1,1,1,0,0,23436864.940226052,123161555.19849794,-3195.35693359375,0,24,0,0,6920,42,4,2,7,1,1,1,0,0,37938442.201097056,197555425.58130687,780.002197265625,3,13,0,0,64500,45,3,1,6,1,1,1,0,0,37848866.26505037,197088986.88821223,-11.04296875,3,16,0,0,64500,45,3,1,6,1,1,1,1,0,23444684.438221447,122082623.70741068,536.05029296875,3,23,0,0,64500,46,3,1,6,1,1,1,1,0,38591494.45162977,200956040.76526818,333.7729797363281,3,9,0,0,64500,39,4,2,7,1,1,1,1,0,37336498.99356885,194420974.61219475,357.26806640625,3,38,0,0,45400,41,4,2,7,1,1,1,0,0,37436068.899378724,194939432.61230278,184.09423828125,3,6,0,0,64500,43,3,1,6,1,1,1,1,0,21095024.219539948,112646251.91594487,1309.703125,6,9,0,5,64500,50,5,1,6,1,1,1,1,0,23941627.217779495,128116478.03163531,-3703.805419921875,6,21,0,11,50900,48,5,1,5,1,1,1,1,0,23335682.32304459,124392354.3951495,3979.636474609375,6,10,0,0,50220,37,6,3,7,1,1,1,1,0,23044106.754315022,123097475.72822347,-2527.703125,6,16,0,6,8900,36,6,3,8,1,1,1,0,0,22980684.225240547,122672452.91877958,-871.9088745117188,6,22,0,4,0,24,10,15,12,1,0,0,0,0,22942244.838106267,122811582.37310472,1137.63134765625,6,7,0,12,20900,26,7,11,9,1,1,1,0,0,24046537.32404648,126365396.5196107,1179.9609375,0,12,0,0,53120,41,3,2,6,1,1,1,0,0,23341959.521173738,122662825.9795649,-2914.160888671875,0,18,0,0,59720,47,3,1,5,1,1,1,1,0,23496426.96789071,123474544.72488685,2585.92529296875,0,10,0,0,16520,31,6,5,8,1,1,1,1,0,38661872.18399467,203169509.0280014,-106.44530487060547,1,128,0,0,0,28,8,15,11,1,0,0,0,0,24570665.221077293,129119679.5322907,2732.93212890625,0,28,0,0,2360,29,8,7,9,1,1,1,0,0,37840529.56403003,198853325.46795595,-105.47509765625,1,137,0,0,52020,41,4,2,7,1,1,1,0,0,24917790.497968737,129753473.96439491,1288.18359375,3,32,0,0,860,27,8,7,9,1,1,0,0,0,37317793.595697135,194323543.15572408,-166.1904296875,3,39,0,0,64500,44,3,2,6,1,1,1,1,0,22670067.01764257,120971821.02790669,-153.807861328125,6,6,0,3,0,26,11,15,10,1,0,0,0,0,24373500.670521185,128083668.8065941,968.41943359375,0,32,0,0,6920,29,7,7,8,1,1,1,1,0,25967277.520482138,136458968.18266666,-852.687255859375,2,29,0,0,64500,41,4,2,6,1,1,1,0,0,26869820.8278069,141201851.4563602,-2877.041748046875,2,26,0,0,23140,42,4,2,6,1,1,1,0,0,29889065.34011296,157068096.3310226,-1011.944580078125,2,30,0,0,3320,26,8,10,9,1,1,1,0,0,27709138.402423367,145612479.6125467,808.541748046875,2,27,0,0,13820,36,5,3,7,1,1,1,0,0,38508866.179681435,202365446.5053132,-77.513916015625,5,2,0,0,6860,39,5,3,7,1,1,1,1,0,27829490.99531108,146244976.78572553,2226.757568359375,2,21,0,0,5420,36,7,3,7,1,1,1,0,0,25259006.251847602,132736940.5204866,-930.5654296875,2,33,0,0,25460,30,6,6,8,1,1,1,0,0,25676968.73936701,134933380.47989604,274.482177734375,2,19,0,0,0,21,9,15,12,1,0,0,0,0,38591485.38063693,155391921.68718675,257.943603515625,3,9,2,0,64500,46,3,1,6,1,1,1,1,0,37436056.406886786,150739486.7362292,142.336669921875,3,6,2,0,64500,45,3,1,6,1,1,1,0,0,37848859.45085928,152401674.23026043,-8.50927734375,3,16,2,0,64500,42,3,2,7,1,1,1,1,0,37938437.12627387,152762368.01873276,603.234375,3,13,2,0,64500,41,3,2,7,1,1,1,1,0,27709143.655053493,111573236.82018544,619.73681640625,2,27,6,0,28820,34,5,4,8,1,1,1,0,0,25967277.70103197,104559466.37726358,-653.330078125,2,29,6,0,26460,44,3,1,6,1,1,1,0,0,26869821.0051459,108193632.78175911,-2204.732177734375,2,26,6,0,26200,39,3,2,7,1,1,1,0,0,25259005.057110876,101707543.20791537,-712.8915405273438,2,33,6,0,7080,31,6,5,8,1,1,1,0,0,27829502.725880835,112057879.97045988,1706.22314453125,2,21,6,0,23960,39,3,2,7,1,1,1,0,0,25676949.2896783,103390434.46422097,206.623046875,2,19,6,0,0,23,9,15,12,1,0,0,0,0,21496295.69469252,88023735.20494564,296.0732421875,0,23,3,0,51340,44,4,2,6,1,1,1,0,0,23496426.40157558,96213937.39090693,2016.375,0,10,3,0,0,23,9,15,12,1,0,0,0,0,23341959.838049028,95581421.28866965,-2270.798095703125,0,18,3,0,60620,42,4,2,6,1,1,1,0,0,37334867.35141859,152880027.67298692,-209.632080078125,5,3,5,0,22460,38,4,2,7,1,1,1,0,0,37840532.12849337,154950644.7047709,-82.010498046875,5,7,5,0,64500,41,4,2,7,1,1,1,0,0,24570655.42680782,100612726.34094997,2129.841552734375,0,28,3,0,360,26,8,7,9,1,1,1,0,0,21095020.984179117,87613744.8376213,1018.5756225585938,6,9,2,5,22900,40,6,2,7,1,1,1,1,0,23941626.64483328,99646154.53475432,-2881.043701171875,6,21,2,11,32900,41,5,2,7,1,1,1,0,0,23044118.305667218,95742533.39059728,-1966.8624267578125,6,16,2,6,0,25,9,15,10,1,0,0,0,0,24046538.37390072,98466555.6054369,919.919189453125,0,12,3,0,10540,34,6,4,8,1,1,1,0,0,23511981.669667926,96277627.8876015,1977.9984130859375,0,25,3,0,22160,34,5,4,8,1,1,1,0,0,23436865.97193206,95970062.63195863,-2490.0009765625,0,24,3,0,21060,38,5,3,7,1,1,1,0,0,38508869.23980076,157687382.6249671,-60.642333984375,5,2,5,0,10760,34,6,5,8,1,1,1,0,0,22942245.702123865,95520162.14211957,884.4758911132812,6,7,2,12,0,19,10,15,12,1,0,0,0,0
94418.004,2390,18,60,1,0,15757057,38245174.01710116,200979744.50774536,-107.03734588623047,1,129,0,0,53020,40,5,3,7,1,1,1,1,0,37334916.79760843,196196314.0801685,-270.71044921875,5,3,0,0,64500,40,4,2,7,1,1,1,0,0,37840554.62470653,198853449.57093588,-107.91015625,5,7,0,0,24060,38,5,3,8,1,1,1,1,0,23511495.922775153,123553755.41401978,2537.09716796875,0,25,0,0,64500,39,4,2,7,1,1,1,0,0,21496225.54113842,112963434.23610455,378.1781921386719,0,23,0,0,49920,44,3,1,6,1,1,1,0,0,23437473.306887906,123164751.51214378,-3197.60595703125,0,24,0,0,7920,40,4,2,7,1,1,1,0,0,37938292.57769509,197554646.6462614,778.175048828125,3,13,0,0,64500,43,3,2,6,1,1,1,0,0,37848868.50251728,197088999.14223102,-13.058837890625,3,16,0,0,64500,44,3,1,6,1,1,1,1,0,23444581.859280292,122082088.96986625,533.6591796875,3,23,0,0,64500,46,3,1,6,1,1,1,1,0,38591430.57685276,200955708.4174211,331.648193359375,3,9,0,0,64500,39,4,2,7,1,1,1,1,0,37336430.41553935,194420618.07886544,355.779052734375,3,38,0,0,46400,42,3,2,6,1,1,1,0,0,37436033.82437126,194939249.70299998,182.13623046875,3,6,0,0,64500,41,3,2,6,1,1,1,1,0,21094779.241726574,112644943.66669008,1307.0972900390625,6,9,0,5,64500,49,5,1,5,1,1,1,1,0,23942319.599003263,128120183.19303498,-3705.782470703125,6,21,0,11,51900,44,5,1,6,1,1,1,1,0,23334936.155922092,124388376.73342317,3976.952392578125,6,10,0,0,51220,41,5,2,7,1,1,1,1,0,23044580.24677815,123100004.19394466,-2529.808837890625,6,16,0,6,9900,39,6,2,7,1,1,1,0,0,22980844.47610432,122673307.50875197,-878.9512939453125,6,22,0,4,0,25,10,15,11,1,0,0,0,0,22942032.647646602,122810444.69078064,1135.3046875,6,7,0,12,21900,29,7,8,8,1,1,1,0,0,24046312.97602012,126364217.6004583,1178.0185546875,0,12,0,0,54120,44,3,1,6,1,1,1,0,0,23342514.360618893,122665741.5021946,-2916.38427734375,0,18,0,0,60720,44,3,1,6,1,1,1,1,0,23495935.066285476,123471959.95410289,2583.339111328125,0,10,0,0,17520,24,6,10,9,1,1,1,1,0,38661890.93202001,203169607.42043683,-108.34960174560547,1,128,0,0,0,28,9,15,12,1,0,0,0,0,24570145.15872948,129116947.86993222,2730.914306640625,0,28,0,0,3360,32,7,5,8,1,1,1,0,0,37840549.8621233,198853432.26110888,-107.496337890625,1,137,0,0,53020,41,4,2,6,1,1,1,0,0,24917537.91932912,129752158.55215,1288.601806640625,3,32,0,0,0,23,9,15,12,1,0,0,0,0,37317825.770618,194323710.6539546,-168.28712463378906,3,39,0,0,64500,45,3,1,6,1,1,1,1,0,22670106.770704396,120972032.99591571,-155.332763671875,6,6,0,3,620,27,11,7,9,1,1,0,0,0,24373315.60419137,128082701.39342633,966.949951171875,0,32,0,0,7920,20,7,12,9,1,1,1,1,0,25967440.391042396,136459821.6042134,-854.269287109375,2,29,0,0,64500,43,4,2,6,1,1,1,0,0,26870368.43951147,141204729.98319414,-2879.394287109375,2,26,0,0,24140,43,4,1,6,1,1,1,0,0,29889257.55244654,157069107.5744829,-1016.877197265625,2,30,0,0,0,23,9,15,12,1,0,0,0,0,27708984.826826286,145611671.83609593,807.117919921875,2,27,0,0,14820,36,5,3,7,1,1,1,0,0,38508881.02995633,202365525.2940266,-79.6142578125,5,2,0,0,7860,35,5,3,8,1,1,1,1,0,27829070.676034637,146242751.08805814,2224.60498046875,2,21,0,0,6420,36,6,3,7,1,1,1,0,0,25259186.810297567,132737872.46330887,-933.1254272460938,2,33,0,0,26460,33,6,5,8,1,1,1,0,0,25676917.863187388,134933113.7724512,275.310791015625,2,19,0,0,0,19,10,15,13,1,0,0,0,0,38591421.63610834,155391664.68293387,256.321533203125,3,9,2,0,64500,42,3,1,6,1,1,1,1,0,37436021.356379434,150739345.33138,140.7666015625,3,6,2,0,64500,46,3,1,6,1,1,1,0,0,37848861.89493678,152401683.70731983,-10.054931640625,3,16,2,0,64500,43,3,2,6,1,1,1,1,0,37938287.57323118,152761765.66449434,601.7943725585938,3,13,2,0,64500,40,3,2,7,1,1,1,1,0,27708990.04734801,111572617.84574354,618.283935546875,2,27,6,0,29820,33,5,4,8,1,1,1,0,0,25967439.92523617,104560120.29538868,-654.412109375,2,29,6,0,27460,44,3,1,6,1,1,1,0,0,26870368.540348712,108195838.41119556,-2206.22900390625,2,26,6,0,27200,34,4,3,7,1,1,1,0,0,25259182.135289416,101708257.18706302,-714.1854858398438,2,33,6,0,8080,30,6,7,8,1,1,1,0,0,27829078.945249002,112056174.65352726,1704.560546875,2,21,6,0,24960,40,3,2,7,1,1,1,0,0,25676895.588797037,103390218.15340936,208.877685546875,2,19,6,0,0,23,9,15,12,1,0,0,0,0,21496223.513193056,88023439.93238825,294.4521484375,0,23,3,0,52340,43,4,1,6,1,1,1,0,0,23495935.140114136,96211925.67892876,2012.200927734375,0,10,3,0,0,22,9,15,12,1,0,0,0,0,23342514.674981352,95583693.08128975,-2272.34375,0,18,3,0,61620,42,4,2,6,1,1,1,0,0,37334918.68130387,152880238.19268945,-211.388916015625,5,3,5,0,23460,38,4,3,7,1,1,1,0,0,37840552.37123456,154950727.95556438,-83.49829864501953,5,7,5,0,64500,41,4,2,7,1,1,1,0,0,24570135.853135902,100610597.71202,2128.18603515625,0,28,3,0,1360,26,8,9,9,1,1,1,0,0,21094776.160625666,87612727.33138448,1016.5333862304688,6,9,2,5,23900,40,6,2,7,1,1,1,1,0,23942319.071148414,99649036.34344107,-2882.171630859375,6,21,2,11,33900,37,6,3,7,1,1,1,0,0,23044592.78434685,95744505.03553565,-1967.5728759765625,6,16,2,6,760,31,8,6,9,1,1,0,0,0,24046313.993626356,98465636.97592598,917.9075317382812,0,12,3,0,11540,35,5,3,8,1,1,1,0,0,23511498.65092153,96275650.35053107,1977.162841796875,0,25,3,0,23160,36,5,3,8,1,1,1,0,0,23437474.35799856,95972553.27669023,-2491.169189453125,0,24,3,0,22060,35,5,4,8,1,1,1,0,0,38508884.17502332,157687443.92590582,-61.104007720947266,5,2,5,0,11760,33,6,4,8,1,1,1,0,0,22942032.715236265,95519274.86972837,886.155029296875,6,7,2,12,0,21,10,15,12,1,0,0,0,0
