version,nBlocks,reserved0,blockId_01,jammingState_01,antStatus_01,antPower_01,postStatus_01,reserved1_01,noisePerMS_01,agcCnt_01,jamInd_01,ofsI_01,magI_01,ofsQ_01,magQ_01,reserved2_01,blockId_02,jammingState_02,antStatus_02,antPower_02,postStatus_02,reserved1_02,noisePerMS_02,agcCnt_02,jamInd_02,ofsI_02,magI_02,ofsQ_02,magQ_02,reserved2_02
0,2,0,0,0,1,2,0,0,85,5265,6,5,157,6,150,0,1,0,1,2,0,0,50,4563,3,22,193,14,203,0
0,2,0,0,0,1,2,0,0,85,5265,6,13,153,-4,146,0,1,0,1,2,0,0,50,4563,4,20,181,3,223,0
0,2,0,0,0,1,2,0,0,91,5265,6,11,162,2,161,0,1,0,1,2,0,0,50,4563,3,15,191,5,216,0
0,2,0,0,0,1,2,0,0,91,5265,5,8,153,3,147,0,1,0,1,2,0,0,54,4563,6,26,181,11,169,0
0,2,0,0,0,1,2,0,0,91,5265,4,13,154,2,155,0,1,0,1,2,0,0,54,4563,2,17,163,9,161,0
0,2,0,0,0,1,2,0,0,85,5265,4,12,151,3,149,0,1,0,1,2,0,0,54,4563,3,17,144,28,158,0
0,2,0,0,0,1,2,0,0,85,5265,4,11,154,-1,147,0,1,0,1,2,0,0,54,4563,4,16,196,6,188,0
0,2,0,0,0,1,2,0,0,85,5265,4,10,151,2,147,0,1,0,1,2,0,0,54,4563,4,24,161,4,179,0
0,2,0,0,0,1,2,0,0,85,5265,6,15,151,5,150,0,1,0,1,2,0,0,54,4563,3,19,189,12,181,0
0,2,0,0,0,1,2,0,0,85,5265,4,16,149,4,144,0,1,0,1,2,0,0,54,4563,2,18,158,21,136,0
0,2,0,0,0,1,2,0,0,85,5265,5,10,149,8,146,0,1,0,1,2,0,0,54,4563,3,22,172,16,189,0
0,2,0,0,0,1,2,0,0,85,5265,3,14,148,6,147,0,1,0,1,2,0,0,58,4563,5,20,164,16,165,0
0,2,0,0,0,1,2,0,0,85,5265,5,12,150,7,145,0,1,0,1,2,0,0,58,4563,4,26,169,19,143,0
0,2,0,0,0,1,2,0,0,86,5265,7,8,152,2,143,0,1,0,1,2,0,0,58,4563,2,17,187,10,171,0
0,2,0,0,0,1,2,0,0,86,5265,5,-1,147,0,147,0,1,0,1,2,0,0,58,4563,2,23,181,14,161,0
0,2,0,0,0,1,2,0,0,86,5265,7,11,156,5,148,0,1,0,1,2,0,0,57,4563,3,24,220,4,198,0
0,2,0,0,0,1,2,0,0,86,5265,7,10,156,0,146,0,1,0,1,2,0,0,57,4563,4,15,143,8,136,0
0,2,0,0,0,1,2,0,0,85,5265,5,14,154,6,149,0,1,0,1,2,0,0,53,4563,5,19,192,0,164,0
0,2,0,0,0,1,2,0,0,86,5265,5,15,154,1,148,0,1,0,1,2,0,0,54,4563,2,24,176,11,145,0
0,2,0,0,0,1,2,0,0,92,5265,5,10,153,1,155,0,1,0,1,2,0,0,57,4563,3,25,191,1,196,0
0,2,0,0,0,1,2,0,0,92,5265,6,5,154,1,151,0,1,0,1,2,0,0,57,4563,5,22,160,21,164,0
0,2,0,0,0,1,2,0,0,92,5265,5,14,155,1,146,0,1,0,1,2,0,0,57,4563,6,26,155,13,154,0
0,2,0,0,0,1,2,0,0,92,5265,4,12,154,2,159,0,1,0,1,2,0,0,58,4563,6,14,146,27,158,0
0,2,0,0,0,1,2,0,0,92,5265,4,10,156,3,146,0,1,0,1,2,0,0,58,4563,4,21,155,14,155,0
0,2,0,0,0,1,2,0,0,92,5265,8,13,152,1,145,0,1,0,1,2,0,0,58,4563,3,30,199,-1,203,0
0,2,0,0,0,1,2,0,0,91,5265,5,13,149,4,144,0,1,0,1,2,0,0,58,4563,5,17,165,17,164,0
0,2,0,0,0,1,2,0,0,91,5265,7,16,152,5,146,0,1,0,1,2,0,0,58,4563,6,22,164,-2,158,0
0,2,0,0,0,1,2,0,0,91,5265,6,10,151,0,143,0,1,0,1,2,0,0,58,4563,6,33,147,10,155,0
0,2,0,0,0,1,2,0,0,91,5265,7,10,150,1,153,0,1,0,1,2,0,0,58,4563,3,23,151,21,152,0
0,2,0,0,0,1,2,0,0,91,5265,5,8,151,5,148,0,1,0,1,2,0,0,58,4563,4,1,193,25,176,0
0,2,0,0,0,1,2,0,0,91,5265,5,10,149,2,145,0,1,0,1,2,0,0,57,4563,2,26,146,3,155,0
0,2,0,0,0,1,2,0,0,91,5265,5,9,155,3,141,0,1,0,1,2,0,0,58,4914,3,17,159,12,157,0
0,2,0,0,0,1,2,0,0,91,5265,7,6,154,2,149,0,1,0,1,2,0,0,58,4914,7,6,200,13,191,0
0,2,0,0,0,1,2,0,0,91,5265,6,16,151,4,149,0,1,0,1,2,0,0,58,4563,5,27,177,4,215,0
0,2,0,0,0,1,2,0,0,91,5265,8,15,154,2,148,0,1,0,1,2,0,0,54,4563,3,18,151,3,124,0
0,2,0,0,0,1,2,0,0,91,5265,5,2,148,2,149,0,1,0,1,2,0,0,50,4563,3,17,137,27,124,0
0,2,0,0,0,1,2,0,0,91,5265,6,10,150,2,147,0,1,0,1,2,0,0,50,4563,4,29,166,6,168,0
0,2,0,0,0,1,2,0,0,91,5265,4,9,152,2,145,0,1,0,1,2,0,0,50,4563,4,10,149,16,133,0
0,2,0,0,0,1,2,0,0,91,5265,7,5,148,4,145,0,1,0,1,2,0,0,54,4914,5,22,187,10,185,0
0,2,0,0,0,1,2,0,0,91,5265,5,13,150,2,145,0,1,0,1,2,0,0,57,4914,6,22,179,10,184,0
0,2,0,0,0,1,2,0,0,91,5265,6,9,148,4,144,0,1,0,1,2,0,0,57,4914,6,10,226,5,187,0
0,2,0,0,0,1,2,0,0,91,5265,5,4,154,7,147,0,1,0,1,2,0,0,53,4563,3,25,161,18,144,0
0,2,0,0,0,1,2,0,0,91,5265,5,16,151,4,145,0,1,0,1,2,0,0,50,4914,4,27,182,9,196,0
0,2,0,0,0,1,2,0,0,91,5265,5,15,152,6,145,0,1,0,1,2,0,0,53,4914,6,16,203,7,187,0
