version,nPorts,mem,alloc,reserved0,protIds_01,protIds_02,protIds_03,protIds_04,portId_01,txPending_01,txBytes_01,txUsage_01,txPeakUsage_01,rxPending_01,rxBytes_01,rxUsage_01,rxPeakUsage_01,overrunErrs_01,msgs_01_01,msgs_01_02,msgs_01_03,msgs_01_04,reserved1_01,skipped_01,portId_02,txPending_02,txBytes_02,txUsage_02,txPeakUsage_02,rxPending_02,rxBytes_02,rxUsage_02,rxPeakUsage_02,overrunErrs_02,msgs_02_01,msgs_02_02,msgs_02_03,msgs_02_04,reserved1_02,skipped_02,portId_03,txPending_03,txBytes_03,txUsage_03,txPeakUsage_03,rxPending_03,rxBytes_03,rxUsage_03,rxPeakUsage_03,overrunErrs_03,msgs_03_01,msgs_03_02,msgs_03_03,msgs_03_04,reserved1_03,skipped_03,portId_04,txPending_04,txBytes_04,txUsage_04,txPeakUsage_04,rxPending_04,rxBytes_04,rxUsage_04,rxPeakUsage_04,overrunErrs_04,msgs_04_01,msgs_04_02,msgs_04_03,msgs_04_04,reserved1_04,skipped_04
0,4,0,0,0,0,1,5,6,256,1120,629790,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2845614,0,0,0,2821562,5,12,0,13386,0,0,0,0,132,768,0,3525000,15,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2809210,9,10,0,2237834,5,8,0,6540,0,0,0,0,0
0,4,0,0,0,0,1,5,6,256,1192,631775,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2851646,0,0,0,2828966,4,12,0,13421,0,0,0,0,132,768,0,3535881,18,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2816406,9,10,0,2243866,5,8,0,6557,0,0,0,0,0
0,4,0,0,0,0,1,5,6,256,1091,633832,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2857590,0,0,0,2835513,4,12,0,13448,0,0,0,0,132,768,0,3546120,18,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2822930,9,10,0,2249810,4,8,0,6574,0,0,0,0,0
0,4,0,0,0,0,1,5,6,256,1069,635817,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2863622,0,0,0,2842598,3,12,0,13485,0,0,0,0,132,768,0,3556917,15,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2830294,9,10,0,2255842,5,8,0,6591,0,0,0,0,0
0,4,0,0,0,0,1,5,6,256,1069,637782,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2869566,0,0,0,2849097,4,12,0,13512,0,0,0,0,132,768,0,3567049,18,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2836818,9,10,0,2261786,5,8,0,6608,0,0,0,0,0
0,4,0,0,0,0,1,5,6,256,997,639712,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2875742,0,0,0,2856308,4,12,0,13546,0,0,0,0,132,768,0,3577403,15,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2843930,9,10,0,2267962,5,8,0,6626,0,0,0,0,0
0,4,0,0,0,0,1,5,6,256,997,641634,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2881310,0,0,0,2862833,5,12,0,13573,0,0,0,0,132,768,0,3587441,16,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2850454,9,10,0,2273530,4,8,0,6641,0,0,0,0,0
0,4,0,0,0,0,1,5,6,256,1054,643567,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2887486,0,0,0,2869894,5,12,0,13607,0,0,0,0,132,768,0,3597965,15,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2857566,9,10,0,2279706,3,8,0,6659,0,0,0,0,0
0,4,0,0,0,0,1,5,6,256,982,645487,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2893286,0,0,0,2876364,4,12,0,13634,0,0,0,0,132,768,0,3607985,16,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2864090,9,10,0,2285506,5,8,0,6675,0,0,0,0,0
0,4,0,0,0,0,1,5,6,256,1041,647396,15,16,0,0,0,0,0,0,0,0,0,0,0,512,0,2899462,0,0,0,2884251,4,12,0,13675,0,0,0,0,132,768,0,3618942,15,74,0,840,0,0,0,57,0,0,0,0,0,257,0,2871790,9,10,0,2291682,4,8,0,6693,0,0,0,0,0
